,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
557,557,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59598,99.80.110.85,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030368,1624871127468,97100,135,25889,1624871030368,1624871127468,97100,79,10012,1624871030786,1624871127467,96681,56,15877,TLS.AmazonVideo,Video,0,ters.eu-west-1.aiv-delivery.net,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
558,558,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,54345,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871030373,1624871030777,404,2,178,1624871030373,1624871030373,0,1,89,1624871030777,1624871030777,0,1,89,DNS.AmazonVideo,Video,0,www.primevideo.com,,,,
559,559,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,51304,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871030374,1624871030374,0,2,270,1624871030374,1624871030374,0,1,135,1624871030374,1624871030374,0,1,135,DNS.Amazon,Web,0,pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com,,,,
560,560,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57184,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871030454,1624871030787,333,2,172,1624871030454,1624871030454,0,1,86,1624871030787,1624871030787,0,1,86,DNS.Twitch,Video,0,p.twitchcdn.net,,,,
561,561,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56988,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030474,1624871037683,7209,1034,915104,1624871030474,1624871037683,7209,431,31093,1624871030760,1624871037678,6918,603,884011,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
562,562,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59403,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871030676,1624871030676,0,2,184,1624871030676,1624871030676,0,1,92,1624871030676,1624871030676,0,1,92,DNS,Media,0,twitch.map.fastly.net,,,,
563,563,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56994,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030709,1624871036761,6052,22,8040,1624871030709,1624871036761,6052,12,1405,1624871030807,1624871036758,5951,10,6635,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
564,564,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56996,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030724,1624871037683,6959,23,8114,1624871030724,1624871037683,6959,13,1479,1624871031889,1624871037678,5789,10,6635,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
565,565,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56998,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030725,1624871037683,6958,25,8254,1624871030725,1624871037683,6958,14,1545,1624871031819,1624871037678,5859,11,6709,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
566,566,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35916,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030779,1624871032281,1502,29,8620,1624871030779,1624871032281,1502,17,1950,1624871030879,1624871032280,1401,12,6670,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
567,567,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35918,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030780,1624871127494,96714,95,32149,1624871030780,1624871127494,96714,54,21726,1624871030885,1624871127493,96608,41,10423,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
568,568,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35920,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030780,1624871032706,1926,32,9092,1624871030780,1624871032706,1926,18,2197,1624871030883,1624871032696,1813,14,6895,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
569,569,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,46202,151.101.194.167,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030901,1624871127365,96464,46,9672,1624871030901,1624871127365,96464,24,2823,1624871031070,1624871127363,96293,22,6849,TLS.Twitch,Video,0,p.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
570,570,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35926,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030927,1624871127485,96558,106,32044,1624871030927,1624871127485,96558,62,19101,1624871031197,1624871127484,96287,44,12943,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
571,571,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35930,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030927,1624871032756,1829,29,9865,1624871030927,1624871032756,1829,17,1974,1624871031197,1624871032753,1556,12,7891,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
572,572,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35934,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030928,1624871032760,1832,30,8796,1624871030928,1624871032625,1697,17,2010,1624871031197,1624871032760,1563,13,6786,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
573,573,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33776,52.46.155.182,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871030933,1624871127461,96528,60,20718,1624871030933,1624871127461,96528,33,10073,1624871031268,1624871127460,96192,27,10645,TLS.Amazon,Web,0,unagi.amazon.com,494711969b86ffeb147555d20dde66a3,159d46e54a2c066ef95e656fdf034e1d,,
574,574,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,46218,151.101.194.167,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871031048,1624871036760,5712,22,5969,1624871031048,1624871036760,5712,12,1369,1624871031210,1624871036756,5546,10,4600,TLS.Twitch,Video,0,p.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
575,575,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35940,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871031148,1624871032761,1613,35,9739,1624871031148,1624871032761,1613,20,2847,1624871031292,1624871032760,1468,15,6892,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
576,576,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35948,99.80.112.151,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871031180,1624871032756,1576,35,9739,1624871031180,1624871032756,1576,20,2847,1624871031305,1624871032753,1448,15,6892,TLS.Amazon,Web,0,fls-eu.amazon.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
577,577,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38422,199.232.138.167,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871032052,1624871127415,95363,107,50888,1624871032052,1624871127415,95363,55,20056,1624871032634,1624871127380,94746,52,30832,TLS.Twitch,Video,0,gql.twitch.tv,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
578,578,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,42170,44.240.38.139,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871032277,1624871033610,1333,27,8542,1624871032277,1624871033610,1333,16,1896,1624871032828,1624871033568,740,11,6646,TLS.Twitch,Video,0,video-edge-2e0864.pdx01.abs.hls.ttvnw.net,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
579,579,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,48950,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871033599,1624871033687,88,2,184,1624871033599,1624871033599,0,1,92,1624871033687,1624871033687,0,1,92,DNS.Twitch,Video,0,pubsub-edge.twitch.tv,,,,
580,580,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52060,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034119,1624871034119,0,2,270,1624871034119,1624871034119,0,1,135,1624871034119,1624871034119,0,1,135,DNS.Amazon,Web,0,pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com,,,,
581,581,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,44014,142.250.184.110,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871034144,1624871127437,93293,154,115429,1624871034144,1624871127437,93293,62,5858,1624871034448,1624871127437,92989,92,109571,TLS.YouTube,Media,0,www.youtube.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
582,582,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,45016,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034216,1624871034218,2,2,404,1624871034216,1624871034216,0,1,82,1624871034218,1624871034218,0,1,322,DNS.YouTube,Media,0,i.ytimg.com,,,,
583,583,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59317,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034216,1624871034492,276,2,268,1624871034216,1624871034216,0,1,88,1624871034492,1624871034492,0,1,180,DNS.Google,Web,0,fonts.gstatic.com,,,,
584,584,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,50063,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034251,1624871034464,213,2,312,1624871034251,1624871034251,0,1,92,1624871034464,1624871034464,0,1,220,DNS.Twitch,Video,0,irc-ws.chat.twitch.tv,,,,
585,585,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57218,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034256,1624871034461,205,2,184,1624871034256,1624871034256,0,1,92,1624871034461,1624871034461,0,1,92,DNS.Twitch,Video,0,irc-ws.chat.twitch.tv,,,,
586,586,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34051,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034502,1624871034579,77,2,184,1624871034502,1624871034502,0,1,92,1624871034579,1624871034579,0,1,92,DNS.Twitch,Video,0,irc-ws.chat.twitch.tv,,,,
587,587,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57280,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034523,1624871034601,78,2,229,1624871034523,1624871034523,0,1,84,1624871034601,1624871034601,0,1,145,DNS.YouTube,Media,0,yt3.ggpht.com,,,,
588,588,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52412,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034623,1624871034779,156,2,208,1624871034623,1624871034623,0,1,96,1624871034779,1624871034779,0,1,112,DNS.Google,Web,0,tpc.googlesyndication.com,,,,
589,589,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,58080,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034623,1624871034790,167,2,220,1624871034623,1624871034623,0,1,96,1624871034790,1624871034790,0,1,124,DNS.Google,Web,0,tpc.googlesyndication.com,,,,
590,590,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,53124,142.250.184.110,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871034956,1624871127109,92153,2425,2531265,1624871034956,1624871127109,92153,570,210711,1624871035372,1624871121687,86315,1855,2320554,QUIC.YouTube,Media,0,www.youtube.com,aa317df77057f1ba90ec1b128c53be9c,,,
591,591,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,39904,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034972,1624871034973,1,2,222,1624871034972,1624871034972,0,1,111,1624871034973,1624871034973,0,1,111,DNS,Network,0,endpoint.prod.eu-west-1.forester.a2z.com,,,,
592,592,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,41139,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871034978,1624871035418,440,2,264,1624871034978,1624871034978,0,1,100,1624871035418,1624871035418,0,1,164,DNS.Amazon,Web,0,d2v02itv0y9u9t.cloudfront.net,,,,
593,593,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35682,142.250.180.67,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871035214,1624871127447,92233,38,7468,1624871035214,1624871127447,92233,21,2567,1624871035406,1624871127446,92040,17,4901,TLS.Google,Web,0,www.gstatic.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
594,594,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57072,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871035582,1624871046521,10939,388,299905,1624871035582,1624871046521,10939,189,14496,1624871035692,1624871046520,10828,199,285409,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
595,595,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56139,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871035620,1624871035892,272,2,219,1624871035620,1624871035620,0,1,84,1624871035892,1624871035892,0,1,135,DNS,Network,0,ocsp.pki.goog,,,,
596,596,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59898,142.250.184.106,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871035635,1624871127437,91802,44,9588,1624871035635,1624871127437,91802,24,2764,1624871035891,1624871127436,91545,20,6824,TLS.GoogleServices,Web,0,fonts.googleapis.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
597,597,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60808,142.250.184.67,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624871035954,1624871127368,91414,44,9448,1624871035954,1624871127368,91414,23,3842,1624871036032,1624871127367,91335,21,5606,HTTP.Google,Web,0,ocsp.pki.goog,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,application/ocsp-response
598,598,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59902,142.250.184.106,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871035987,1624871036947,960,21,5858,1624871035987,1624871036947,960,13,1658,1624871036064,1624871036842,778,8,4200,TLS.GoogleServices,Web,0,fonts.googleapis.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
599,599,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60280,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871036496,1624871036497,1,2,184,1624871036496,1624871036496,0,1,92,1624871036497,1624871036497,0,1,92,DNS,Media,0,twitch.map.fastly.net,,,,
600,600,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,44412,142.250.184.109,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871036967,1624871127415,90448,175,135998,1624871036967,1624871127415,90448,75,6617,1624871037237,1624871127412,90175,100,129381,TLS.Google,Web,0,accounts.google.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
601,601,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57090,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871037418,1624871041210,3792,24,8568,1624871037418,1624871041210,3792,13,1867,1624871037722,1624871041208,3486,11,6701,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
602,602,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57092,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871037420,1624871041343,3923,64,36490,1624871037420,1624871041343,3923,33,3988,1624871037678,1624871041342,3664,31,32502,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
603,603,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57100,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871037678,1624871041380,3702,39,17051,1624871037678,1624871041380,3702,21,2798,1624871037742,1624871041379,3637,18,14253,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
604,604,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33414,143.204.15.134,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871037855,1624871038799,944,31,8947,1624871037855,1624871038799,944,17,1874,1624871038093,1624871038798,705,14,7073,TLS.Twitch,Video,0,static-cdn.jtvnw.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
605,605,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33416,143.204.15.134,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871037856,1624871038792,936,26,8612,1624871037856,1624871038792,936,14,1724,1624871038093,1624871038791,698,12,6888,TLS.Twitch,Video,0,static-cdn.jtvnw.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
606,606,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33428,143.204.15.134,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871038170,1624871038416,246,6,412,1624871038170,1624871038416,246,4,272,1624871038253,1624871038402,149,2,140,TLS,Web,1,,,,,
607,607,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52452,35.166.39.219,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871038630,1624871118851,80221,47,12548,1624871038630,1624871118850,80220,27,4928,1624871039002,1624871118851,79849,20,7620,TLS.Twitch,Video,0,countess.twitch.tv,494711969b86ffeb147555d20dde66a3,303951d4c50efb2e991652225a6f02b1,,
608,608,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36330,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871039004,1624871039156,152,2,204,1624871039004,1624871039004,0,1,86,1624871039156,1624871039156,0,1,118,DNS.Twitch,Video,0,usher.ttvnw.net,,,,
609,609,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59070,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871039722,1624871039780,58,2,224,1624871039722,1624871039722,0,1,98,1624871039780,1624871039780,0,1,126,DNS.Google,Web,0,googleads.g.doubleclick.net,,,,
610,610,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34516,142.250.184.66,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871040224,1624871040533,309,13,8665,1624871040224,1624871040507,283,6,3209,1624871040418,1624871040533,115,7,5456,QUIC.Google,Web,0,securepubads.g.doubleclick.net,aa317df77057f1ba90ec1b128c53be9c,,,
611,611,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38052,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871040238,1624871040460,222,2,425,1624871040238,1624871040238,0,1,98,1624871040460,1624871040460,0,1,327,DNS,Network,0,secure-dcr.imrworldwide.com,,,,
612,612,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,53808,13.226.175.29,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871040460,1624871127460,87000,44,11016,1624871040460,1624871127458,86998,23,2758,1624871040497,1624871127460,86963,21,8258,TLS,Web,0,pxeym6lwdrllk5vxhvppxjf5wlszn1624871039.nuid.imrworldwide.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
613,613,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36077,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871040499,1624871040500,1,2,220,1624871040499,1624871040499,0,1,110,1624871040500,1624871040500,0,1,110,DNS,Network,0,census.eu-west-1.nielsencollections.com,,,,
614,614,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55297,142.250.180.99,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871041062,1624871041273,211,13,8441,1624871041062,1624871041229,167,6,3209,1624871041115,1624871041273,158,7,5232,QUIC.Google,Web,0,fonts.gstatic.com,aa317df77057f1ba90ec1b128c53be9c,,,
615,615,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57150,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871041366,1624871049124,7758,389,285360,1624871041366,1624871049124,7758,195,17629,1624871041412,1624871049122,7710,194,267731,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
616,616,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57156,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871041374,1624871041730,356,31,9939,1624871041374,1624871041730,356,17,2093,1624871041414,1624871041729,315,14,7846,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
617,617,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,42906,142.250.180.129,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871041546,1624871042322,776,27,8965,1624871041546,1624871042322,776,16,1820,1624871041596,1624871042322,726,11,7145,TLS.YouTube,Media,0,yt3.ggpht.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
618,618,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,42908,142.250.180.129,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871041547,1624871127463,85916,72,26359,1624871041547,1624871127453,85906,37,4144,1624871041616,1624871127463,85847,35,22215,TLS.YouTube,Media,0,yt3.ggpht.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
619,619,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57168,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871041564,1624871041637,73,3,202,1624871041564,1624871041637,73,2,128,1624871041635,1624871041635,0,1,74,TLS,Web,1,,,,,
620,620,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34883,142.250.180.129,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871042198,1624871055539,13341,108,54047,1624871042198,1624871055463,13265,42,9234,1624871042266,1624871055539,13273,66,44813,QUIC.YouTube,Media,0,yt3.ggpht.com,aa317df77057f1ba90ec1b128c53be9c,,,
621,621,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52130,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871042620,1624871042832,212,2,371,1624871042620,1624871042620,0,1,132,1624871042832,1624871042832,0,1,239,DNS,Network,0,92yzrvs1jcjmuc0zjwbboexlckk2d1624871042.nuid.imrworldwide.com,,,,
622,622,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,53737,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871043061,1624871043119,58,2,184,1624871043061,1624871043061,0,1,84,1624871043119,1624871043119,0,1,100,DNS.Google,Web,0,www.google.it,,,,
623,623,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55067,142.250.180.164,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871043547,1624871043826,279,14,10636,1624871043547,1624871043798,251,6,3209,1624871043627,1624871043826,199,8,7427,QUIC.Google,Web,0,www.google.com,aa317df77057f1ba90ec1b128c53be9c,,,
624,624,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57190,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871043763,1624871046579,2816,58,31079,1624871043763,1624871046579,2816,31,2802,1624871043838,1624871046578,2740,27,28277,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
625,625,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57192,13.226.168.188,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871043764,1624871046579,2815,30,10243,1624871043764,1624871046579,2815,17,2042,1624871043842,1624871046578,2736,13,8201,TLS.Twitch,Video,0,static.twitchcdn.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
